id,network,year,net_role,so_part_mc_5,so_part_mc_6,so_part_mc_7,so_part_msi_1,so_part_msi_2,so_part_msi_3,so_part_t,so_part_expec,so_part_ben_1,so_part_ben_2,so_part_ben_3,so_part_ben_4,so_part_ben_6,so_part_ben_8,so_part_chal_72021,so_part_chal_82021,so_part_chal_92021,so_part_chal_102021,so_part_chal_112021,cult_ci_72020,nl_netops_gov_3,cult_sn_52020,diff_for_students,splc_7,so_part_value_1,so_part_value_2,so_part_value_3,so_part_value_8,cont_imp_for_equity_1,cont_imp_for_equity_2,cont_imp_for_equity_6,cont_imp_for_equity_4,cont_imp_for_equity_5,cont_imp_for_equity_7,cont_imp_for_equity_8,is_conf_52021,is_conf_32021,is_conf_42021,is_conf_12021,is_conf_62021,part_team_meetings_1,part_team_meetings_2,part_team_meet_32021,part_team_meetings_4,part_team_meetings_5,part_team_meetings_6,part_team_meetings_7,equity_dis_1,equity_dis_2,equity_dis_3,cult_eq_1,cult_eq_2,cult_eq_3,cult_eq_4,cult_eq_5,cult_eq_6,cult_eq_7,cult_eq_8,splc_1,splc_4,nl_netops_km_1,nl_netops_km_2,nl_netops_km_3,nl_netops_km_4,nl_netops_km_5
ram_187,ram,2021,3,5,5,4,4,4,4,,4,4,5,4,4,5,4,5,3,2,1,4,4,3,5,5,4,5,5,5,3,5,5,4,5,5,5,5,3,4,3,4,4,1,5,5,3,2,3,3,,,,4,4,4,5,5,4,4,4,5,4,4,4,4,4,5
ram_188,ram,2021,4,4,4,4,4,4,4,,3,4,3,3,4,5,5,3,3,3,3,3,4,4,4,5,4,5,5,4,5,4,5,3,3,5,5,4,2,4,2,3,4,1,4,5,3,4,4,3,,,,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5
ram_19,ram,2021,3,5,5,5,4,5,5,,5,5,5,5,5,5,5,1,3,3,1,1,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,1,5,5,5,5,5,3,,,,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
ram_19,ram,2019,3,5,5,5,1,5,5,7,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_192,ram,2021,4,5,5,5,4,4,4,,3,3,4,3,4,4,4,2,1,1,1,1,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,3,5,2,3,4,1,5,2,4,4,4,4,,,,3,3,4,4,4,4,4,4,4,4,5,5,4,4,4
ram_193,ram,2021,3,5,5,5,4,4,4,,3,3,4,3,4,3,4,4,2,1,2,1,3,4,4,5,2,5,5,5,5,4,4,3,3,4,2,2,1,5,4,4,5,1,5,3,2,2,3,2,,,,5,5,5,4,4,5,5,5,5,5,4,5,4,4,4
ram_194,ram,2021,4,5,5,4,4,5,5,,3,4,5,4,5,5,5,2,1,1,1,3,2,4,5,5,5,5,5,5,4,5,4,4,4,5,4,3,3,4,2,5,5,1,5,3,4,3,3,4,,,,5,4,5,4,4,4,5,4,5,5,4,4,5,5,5
ram_195,ram,2021,1,5,5,5,4,4,3,,4,,,,,,,,,,,,5,5,5,5,4,5,5,5,4,5,4,4,5,4,5,4,5,5,4,4,5,,,,,,,,,,,4,4,5,4,4,5,4,4,5,5,,,,,
ram_197,ram,2021,4,4,4,4,3,3,3,,4,2,4,4,4,4,3,5,4,2,3,2,1,2,3,3,4,4,4,4,4,4,4,3,3,3,4,4,9,4,9,9,4,1,5,3,3,3,4,4,,,,5,5,5,4,4,4,4,4,5,5,5,3,2,4,3
ram_198,ram,2021,4,5,5,5,4,4,4,,2,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,4,1,5,1,3,2,2,4,,,,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5
ram_199,ram,2021,4,3,3,3,3,3,3,,4,2,3,2,2,2,2,5,5,5,5,5,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,,,,,,,,,,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2
ram_20,ram,2019,4,5,5,5,5,5,5,2,3,5,4,4,4,5,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_200,ram,2021,4,5,5,5,5,5,5,,3,3,4,3,4,5,5,5,4,4,5,5,3,3,4,4,4,4,4,4,3,4,4,4,3,5,4,4,9,9,9,9,2,2,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4
ram_201,ram,2021,4,5,5,5,4,4,4,,3,4,4,3,3,4,4,4,3,1,1,2,2,4,4,4,5,5,5,4,3,4,4,2,3,4,3,4,9,4,9,9,5,1,3,5,3,3,4,5,,,,,,,,,,,,,,,,,,
ram_202,ram,2021,2,5,5,5,4,5,5,,5,5,5,5,5,4,5,4,5,2,1,2,4,5,4,5,5,5,5,5,5,5,5,4,5,5,4,4,3,3,2,5,9,2,,,,,,,,,,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5
ram_203,ram,2021,4,5,5,5,4,4,4,,3,4,4,5,4,3,4,3,4,3,3,2,2,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,2,2,2,2,4,1,4,4,3,3,3,3,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ram_204,ram,2021,4,4,4,5,3,4,4,,3,4,5,3,4,5,5,3,2,1,1,3,3,3,3,5,3,5,4,4,4,5,4,4,4,4,3,3,2,5,4,5,5,1,4,4,4,2,3,5,,,,3,3,3,3,3,5,4,3,3,5,4,4,4,5,4
ram_205,ram,2021,4,5,5,5,4,4,4,,3,4,5,4,5,5,5,1,1,1,2,1,4,4,4,5,5,5,5,5,5,4,4,,5,5,5,4,9,9,9,9,9,1,3,,,,,,,,,4,4,4,4,5,5,5,5,4,5,5,4,5,5,5
ram_206,ram,2021,3,5,5,5,4,3,4,,2,3,4,4,4,5,4,3,2,3,3,2,4,4,4,5,4,5,5,5,4,4,4,4,4,4,5,5,3,5,4,4,5,1,4,4,2,3,3,4,,,,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
ram_207,ram,2021,2,4,5,4,3,1,1,,4,5,5,4,5,5,5,3,2,2,1,3,5,4,4,5,4,5,4,4,4,4,5,5,3,4,4,4,9,4,3,4,5,1,2,3,4,2,3,2,,,,5,5,5,4,4,5,5,5,5,4,4,5,5,3,5
ram_21,ram,2019,4,5,5,4,3,3,3,4,3,5,5,5,5,5,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_22,ram,2021,4,5,5,5,4,5,5,,4,5,4,4,4,5,4,2,2,2,2,3,3,3,4,4,5,4,4,4,4,5,5,5,5,4,3,3,4,4,3,4,4,1,5,5,4,4,4,5,,,,4,5,5,4,4,5,5,4,4,4,5,4,4,5,4
ram_22,ram,2019,4,5,5,5,5,5,5,2,3,5,5,5,5,5,,,,,,,,5,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_23,ram,2019,3,5,5,5,4,4,4,4,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_23,ram,2021,3,5,5,5,5,5,5,,4,4,5,5,4,4,4,4,5,2,1,3,5,5,5,5,5,5,5,5,5,4,4,3,3,3,2,2,2,4,2,4,4,1,5,5,3,4,4,2,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_24,ram,2019,3,5,5,5,2,3,4,4,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_25,ram,2021,4,5,5,5,5,5,5,,2,5,5,5,5,5,5,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_25,ram,2019,4,5,5,2,3,5,5,3,2,4,4,4,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5
ram_26,ram,2021,2,5,5,5,5,5,5,,4,4,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,1,5,5,5,5,3,3,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_26,ram,2019,2,5,5,5,5,5,5,5,4,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_27,ram,2019,3,4,4,4,4,4,4,7,3,5,5,4,5,5,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,4
ram_27,ram,2021,3,4,5,4,4,4,4,,3,4,5,4,4,4,4,3,4,2,2,3,5,4,4,5,4,5,5,5,5,5,4,4,4,5,4,4,3,5,4,4,5,1,4,4,3,3,3,3,,,,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4
ram_28,ram,2019,4,5,5,4,3,4,4,1,3,3,4,4,3,5,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_29,ram,2019,4,5,5,5,4,5,4,1,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_30,ram,2019,3,4,4,4,4,5,5,7,3,4,5,4,4,5,,,,,,,,4,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_31,ram,2019,4,5,5,4,4,5,5,3,,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5
ram_32,ram,2021,4,5,5,5,5,5,5,,3,5,5,5,5,5,5,3,1,1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,5,3,4,4,4,4,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_32,ram,2019,4,4,5,5,5,5,5,4,3,5,5,5,5,5,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4
ram_33,ram,2021,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,2,2,1,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,3,4,4,1,5,5,3,3,4,4,,,,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4
ram_33,ram,2019,4,4,4,4,4,4,4,2,2,4,4,4,4,4,,,,,,,,4,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4
ram_34,ram,2019,3,5,4,4,2,3,2,7,3,2,2,3,3,2,,,,,,,,3,,,,5,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,2
ram_35,ram,2019,4,5,5,5,4,5,4,3,3,5,4,4,4,4,,,,,,,,5,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_35,ram,2021,3,5,5,5,4,4,4,,3,4,5,5,5,5,5,4,2,1,1,2,4,4,4,5,5,5,5,5,3,5,4,4,4,4,3,5,4,4,3,5,4,1,5,5,4,4,4,4,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_36,ram,2019,4,3,4,2,5,5,5,4,4,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5
ram_37,ram,2021,3,5,5,5,4,5,5,,4,5,4,5,5,5,5,,,,,,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
ram_37,ram,2019,3,5,5,5,5,5,5,7,4,5,5,5,5,5,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_38,ram,2019,4,5,5,5,5,5,5,6,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_39,ram,2019,4,5,4,4,3,4,4,3,4,4,3,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,2
ram_40,ram,2019,4,4,5,5,5,5,5,5,4,2,5,5,5,4,,,,,,,,2,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,4
ram_40,ram,2021,4,5,5,5,4,5,5,,4,5,5,5,5,5,5,2,1,2,2,1,3,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,1,4,3,4,4,4,4,,,,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3
ram_41,ram,2019,3,5,5,5,5,5,5,7,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_42,ram,2019,4,4,4,4,1,1,2,2,4,3,2,3,3,3,,,,,,,,5,,,,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,4,2
ram_43,ram,2019,4,5,5,5,4,5,4,6,3,5,3,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_44,ram,2019,4,5,3,3,5,5,5,2,4,5,4,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_45,ram,2019,4,5,5,5,1,5,4,7,3,5,4,4,4,5,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_45,ram,2021,4,5,5,5,5,5,5,,3,5,5,5,5,5,5,3,3,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,1,5,5,5,4,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_46,ram,2021,4,5,5,5,5,5,5,,3,5,5,5,5,5,5,2,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,1,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_46,ram,2019,4,5,5,5,1,5,5,4,3,5,5,4,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_47,ram,2019,4,3,3,2,2,2,3,5,3,2,2,1,2,2,,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3
ram_48,ram,2019,4,5,5,5,5,4,4,1,4,5,5,4,4,3,,,,,,,,3,,,,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,5
ram_49,ram,2019,4,5,5,5,3,3,2,3,3,1,1,1,1,1,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,3
ram_49,ram,2021,4,5,5,5,4,5,5,,3,5,5,5,5,5,5,3,3,1,1,1,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,3,5,4,1,4,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_50,ram,2021,3,4,5,4,4,4,4,,4,4,4,5,5,5,5,2,2,1,1,1,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,1,5,5,4,3,4,5,,,,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5
ram_50,ram,2019,4,4,5,4,,,,4,3,3,3,4,4,4,,,,,,,,3,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,2,1
ram_51,ram,2019,4,3,3,2,3,4,3,4,3,4,3,3,3,3,,,,,,,,1,,,,5,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,2,4
ram_51,ram,2021,4,5,5,5,4,5,4,,3,3,5,4,4,5,4,4,3,3,2,5,4,4,4,5,4,5,5,5,3,4,4,5,5,5,5,5,4,4,5,4,4,1,5,4,2,4,4,4,,,,5,5,5,4,4,5,4,4,4,5,4,5,4,4,5
ram_52,ram,2019,4,3,2,2,1,1,2,6,5,2,2,2,2,2,,,,,,,,1,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2
ram_52,ram,2021,3,4,4,3,4,4,4,,3,3,3,3,3,2,4,3,3,3,2,5,2,2,3,4,4,3,3,1,1,3,4,4,4,4,4,4,2,5,3,3,5,1,4,4,2,4,4,4,,,,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3
ram_53,ram,2021,1,5,5,5,4,5,4,,3,,,,,,,,,,,,4,5,4,4,5,5,5,5,3,4,5,3,5,4,4,4,5,5,5,5,4,,,,,,,,,,,4,4,5,3,3,4,4,3,5,5,,,,,
ram_53,ram,2019,1,4,3,4,5,4,3,,3,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_54,ram,2019,4,4,5,5,4,5,5,2,3,4,4,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_55,ram,2019,3,4,3,4,4,4,4,7,4,3,2,3,3,3,,,,,,,,3,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,3
ram_55,ram,2021,3,5,5,5,4,4,4,,4,5,4,5,5,5,5,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,1,5,5,3,3,4,4,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ram_56,ram,2019,4,4,3,3,3,3,2,7,4,3,4,3,3,3,,,,,,,,2,,,,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2
ram_57,ram,2021,3,5,5,3,3,3,3,,5,4,2,4,4,5,4,5,3,2,2,1,2,3,4,5,4,4,2,4,2,4,4,4,3,4,4,3,3,4,3,4,4,1,4,5,4,4,4,4,,,,2,2,2,3,3,4,4,2,4,4,2,2,1,2,3
ram_57,ram,2019,3,4,3,3,3,5,4,4,4,4,5,5,4,3,,,,,,,,2,,,,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2
ram_58,ram,2019,2,4,3,4,3,3,5,7,3,4,5,4,4,5,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4
ram_59,ram,2021,4,4,3,3,3,4,2,,4,2,3,2,2,2,3,3,1,3,9,4,2,1,2,5,,5,4,3,3,4,3,3,3,4,3,2,4,9,9,9,9,1,1,,,,,,,,,1,1,1,1,1,2,2,2,3,3,3,3,4,3,3
ram_59,ram,2019,4,4,3,4,4,4,4,7,4,1,3,3,4,3,,,,,,,,1,,,,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,5,3
ram_60,ram,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_61,ram,2019,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_62,ram,2019,4,5,5,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_63,ram,2019,2,5,5,5,5,5,5,4,3,4,5,4,5,4,,,,,,,,5,,,,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_64,ram,2019,3,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_65,ram,2019,4,4,5,4,1,4,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_65,ram,2021,4,5,5,5,4,5,4,,3,4,4,4,4,5,4,3,2,3,2,2,4,3,5,5,5,5,5,4,5,4,4,5,4,4,2,3,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
ram_66,ram,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_67,ram,2019,3,3,4,3,2,3,3,2,2,2,2,2,2,3,,,,,,,,3,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,2
ram_68,ram,2019,4,3,4,4,4,4,4,4,3,4,4,4,4,4,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4
ram_68,ram,2021,1,5,5,5,5,5,5,,3,,,,,,,,,,,,4,4,4,4,5,5,5,5,4,4,4,5,4,4,4,5,2,4,5,9,9,,,,,,,,,,,4,4,5,4,5,5,5,5,4,5,,,,,
ram_69,ram,2019,4,4,4,4,4,4,4,1,1,4,4,4,4,4,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_70,ram,2019,4,5,5,5,4,4,4,2,3,4,4,4,4,4,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_71,ram,2019,3,4,4,4,2,3,3,1,4,3,1,2,4,5,,,,,,,,3,,,,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3
ram_72,ram,2019,4,4,5,5,4,4,4,5,3,5,4,5,5,5,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,4
ram_72,ram,2021,4,5,5,5,5,4,4,,3,5,5,4,5,4,5,4,3,2,2,1,4,4,3,5,4,5,5,5,4,5,5,5,5,4,4,4,3,5,3,4,4,1,4,5,5,5,5,5,,,,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
ram_73,ram,2019,4,4,4,4,3,3,4,4,3,3,4,4,4,4,,,,,,,,5,,,,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_74,ram,2021,3,5,5,5,4,5,5,,3,3,3,3,3,5,4,1,2,1,1,2,5,4,5,5,5,5,5,5,4,3,5,4,4,5,3,3,3,4,4,5,5,1,5,5,2,2,5,4,,,,3,3,3,3,4,3,4,2,4,4,5,5,5,5,5
ram_74,ram,2019,3,5,3,3,4,4,4,7,4,4,3,3,3,4,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,4
ram_75,ram,2019,4,4,4,4,1,2,2,1,3,4,4,3,3,4,,,,,,,,1,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,3
ram_76,ram,2019,2,4,4,4,3,4,4,1,3,3,3,2,3,3,,,,,,,,4,,,,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,
ram_77,ram,2019,4,4,4,5,3,3,3,1,1,3,4,4,4,4,,,,,,,,4,,,,5,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,3,4
ram_78,ram,2019,4,5,5,5,4,5,5,1,1,3,4,3,4,5,,,,,,,,4,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,5,5
ram_79,ram,2019,4,5,4,4,4,4,5,4,4,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,4
ram_79,ram,2021,4,5,5,4,5,5,5,,5,5,4,5,5,5,5,2,2,2,1,1,5,5,4,5,5,5,5,5,4,5,5,5,5,4,4,5,4,5,4,4,4,1,4,5,5,4,5,5,,,,4,3,5,5,5,5,5,3,5,5,,,,,
ram_80,ram,2019,4,5,5,5,4,4,5,7,5,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_80,ram,2021,4,5,5,5,2,2,4,,4,5,5,4,4,5,4,3,3,1,1,4,2,4,4,5,4,5,4,5,5,5,5,5,4,5,4,4,3,5,3,4,3,1,4,5,4,3,4,4,,,,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
ram_81,ram,2019,2,5,5,5,5,5,5,2,1,5,5,5,5,5,,,,,,,,5,,,,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_82,ram,2019,4,4,3,3,3,3,3,3,4,3,4,3,4,4,,,,,,,,2,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_83,ram,2019,2,5,5,5,5,4,5,4,3,4,5,2,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,4
ram_83,ram,2021,2,5,5,5,4,5,5,,3,4,5,4,4,5,5,2,1,2,2,1,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,9,5,5,9,1,4,5,4,4,4,4,,,,4,4,4,5,4,5,5,4,5,5,5,4,4,5,5
ram_84,ram,2019,4,4,4,4,4,4,4,5,3,3,4,4,4,4,,,,,,,,3,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_84,ram,2021,3,5,4,5,5,4,4,,4,5,4,5,5,5,5,1,1,1,1,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,1,5,5,4,3,3,3,,,,4,3,4,5,4,5,4,2,5,5,5,5,5,5,5
ram_85,ram,2021,4,5,5,5,5,5,5,,4,5,5,5,5,5,5,3,2,1,1,2,4,4,4,5,4,4,5,4,3,4,4,5,4,4,4,4,5,5,5,5,5,1,4,5,4,4,4,4,,,,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5
ram_85,ram,2019,4,4,4,4,4,4,4,1,2,3,3,3,4,3,,,,,,,,4,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_86,ram,2019,4,5,4,5,4,4,4,7,4,5,5,5,5,5,,,,,,,,5,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5
ram_86,ram,2021,4,5,5,5,5,5,5,,4,4,5,4,5,5,4,2,3,2,2,2,4,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,1,4,4,4,4,4,4,,,,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
ram_87,ram,2019,4,4,4,4,3,4,3,2,3,3,4,3,3,3,,,,,,,,4,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4
